13	-8	1
14	-8	1
15	-8	1
16	-8	13
17	-8	13
18	-8	13
19	-8	13
20	-8	13
21	-8	13
22	-8	13
23	-8	13
24	-8	13
25	-8	13
26	-8	1
27	-8	1
28	-8	1
0	-9	2
1	-9	2
2	-9	2
3	-9	2
4	-9	2
5	-9	2
6	-9	1
7	-9	1
8	-9	1
9	-9	1
10	-9	8
11	-9	8
12	-9	8
13	-9	8
14	-9	9
15	-9	13
16	-9	13
17	-9	13
18	-9	13
19	-9	13
20	-9	13
21	-9	13
22	-9	13
23	-9	13
24	-9	13
25	-9	13
26	-9	1
27	-9	1
28	-9	1
0	-10	2
1	-10	2
2	-10	2
3	-10	2
4	-10	2
5	-10	2
6	-10	2
7	-10	8
8	-10	8
9	-10	8
10	-10	8
11	-10	8
12	-10	8
13	-10	8
14	-10	9
15	-10	13
16	-10	13
17	-10	13
18	-10	13
19	-10	13
20	-10	13
21	-10	13
22	-10	13
23	-10	13
24	-10	11
25	-10	11
26	-10	1
27	-10	1
28	-10	1
0	-11	2
1	-11	2
2	-11	2
3	-11	2
4	-11	2
5	-11	2
6	-11	2
7	-11	8
8	-11	8
9	-11	8
10	-11	8
11	-11	8
12	-11	8
13	-11	8
14	-11	4
15	-11	13
16	-11	13
17	-11	13
18	-11	13
19	-11	13
20	-11	13
21	-11	13
22	-11	13
23	-11	11
24	-11	11
25	-11	11
26	-11	1
27	-11	1
28	-11	1
0	-12	2
1	-12	2
2	-12	2
3	-12	2
4	-12	2
5	-12	2
6	-12	2
7	-12	2
8	-12	8
9	-12	8
10	-12	8
11	-12	8
12	-12	8
13	-12	8
14	-12	9
15	-12	13
16	-12	13
17	-12	13
18	-12	13
19	-12	11
20	-12	11
21	-12	11
22	-12	11
23	-12	11
24	-12	11
25	-12	11
26	-12	11
27	-12	1
28	-12	1
0	-13	2
1	-13	2
2	-13	2
3	-13	2
4	-13	2
5	-13	2
6	-13	2
7	-13	2
8	-13	8
9	-13	8
10	-13	8
11	-13	8
12	-13	8
13	-13	8
14	-13	9
15	-13	13
16	-13	13
17	-13	13
18	-13	11
19	-13	11
20	-13	11
21	-13	11
22	-13	11
23	-13	11
24	-13	11
25	-13	11
26	-13	12
27	-13	12
28	-13	12
0	-14	2
1	-14	2
2	-14	2
3	-14	2
4	-14	2
5	-14	2
6	-14	2
7	-14	2
8	-14	2
9	-14	7
10	-14	7
11	-14	8
12	-14	8
13	-14	9
14	-14	9
15	-14	9
16	-14	11
17	-14	11
18	-14	11
19	-14	11
20	-14	11
21	-14	12
22	-14	12
23	-14	12
24	-14	12
25	-14	12
26	-14	12
27	-14	12
28	-14	1
0	-15	2
1	-15	2
2	-15	2
3	-15	2
4	-15	2
5	-15	2
6	-15	2
7	-15	2
8	-15	2
9	-15	7
10	-15	7
11	-15	7
12	-15	7
13	-15	9
14	-15	9
15	-15	9
16	-15	11
17	-15	11
18	-15	11
19	-15	11
20	-15	11
21	-15	12
22	-15	12
23	-15	12
24	-15	12
25	-15	12
26	-15	12
27	-15	12
28	-15	1
0	-16	2
1	-16	2
2	-16	2
3	-16	2
4	-16	2
5	-16	2
6	-16	2
7	-16	2
8	-16	2
9	-16	7
10	-16	7
11	-16	7
12	-16	7
13	-16	9
14	-16	9
15	-16	9
16	-16	11
17	-16	11
18	-16	11
19	-16	11
20	-16	12
21	-16	12
22	-16	12
23	-16	12
24	-16	12
25	-16	12
26	-16	12
27	-16	12
28	-16	1
0	-17	2
1	-17	2
2	-17	2
3	-17	2
4	-17	2
5	-17	2
6	-17	2
7	-17	2
8	-17	2
9	-17	2
10	-17	7
11	-17	7
12	-17	10
13	-17	10
14	-17	10
15	-17	3
16	-17	10
17	-17	11
18	-17	11
19	-17	11
20	-17	12
21	-17	12
22	-17	12
23	-17	12
24	-17	12
25	-17	12
26	-17	12
27	-17	12
28	-17	1
0	-18	2
1	-18	2
2	-18	2
3	-18	2
4	-18	2
5	-18	2
6	-18	2
7	-18	2
8	-18	2
9	-18	7
10	-18	7
11	-18	7
12	-18	10
13	-18	10
14	-18	10
15	-18	10
16	-18	1
17	-18	1
18	-18	1
19	-18	1
20	-18	12
21	-18	12
22	-18	12
23	-18	12
24	-18	12
25	-18	12
26	-18	1
27	-18	1
28	-18	1
0	-19	2
1	-19	2
2	-19	2
3	-19	2
4	-19	2
5	-19	2
6	-19	2
7	-19	2
8	-19	7
9	-19	7
10	-19	7
11	-19	7
12	-19	7
13	-19	7
14	-19	1
15	-19	1
16	-19	1
17	-19	5
18	-19	1
19	-19	1
20	-19	1
21	-19	1
22	-19	12
23	-19	12
24	-19	1
25	-19	12
26	-19	1
27	-19	1
28	-19	1
0	-20	2
1	-20	2
2	-20	2
3	-20	2
4	-20	2
5	-20	2
6	-20	2
7	-20	2
8	-20	7
9	-20	7
10	-20	2
11	-20	2
12	-20	2
13	-20	6
14	-20	1
15	-20	1
16	-20	1
17	-20	1
18	-20	1
19	-20	1
20	-20	1
21	-20	1
22	-20	1
23	-20	1
24	-20	1
25	-20	1
26	-20	1
27	-20	1
28	-20	1
0	-21	2
1	-21	2
2	-21	2
3	-21	2
4	-21	2
5	-21	2
6	-21	2
7	-21	2
8	-21	2
9	-21	7
10	-21	2
11	-21	2
12	-21	2
13	-21	7
14	-21	1
15	-21	1
16	-21	1
17	-21	1
18	-21	1
19	-21	1
20	-21	1
21	-21	1
22	-21	1
23	-21	1
24	-21	1
25	-21	1
26	-21	1
27	-21	1
28	-21	1
0	-22	2
1	-22	2
2	-22	2
3	-22	2
4	-22	2
5	-22	2
6	-22	2
7	-22	2
8	-22	2
9	-22	7
10	-22	2
11	-22	2
12	-22	2
13	-22	1
14	-22	1
15	-22	1
16	-22	1
17	-22	1
18	-22	1
19	-22	1
20	-22	1
21	-22	1
22	-22	1
23	-22	1
24	-22	1
25	-22	1
26	-22	1
27	-22	1
28	-22	1
0	-23	2
1	-23	2
2	-23	2
3	-23	2
4	-23	2
5	-23	2
6	-23	2
7	-23	2
8	-23	2
9	-23	2
10	-23	2
11	-23	2
12	-23	2
13	-23	2
14	-23	2
15	-23	2
16	-23	2
17	-23	2
18	-23	1
19	-23	1
20	-23	1
21	-23	1
22	-23	1
23	-23	1
24	-23	1
25	-23	1
26	-23	1
27	-23	1
28	-23	1
0	-24	2
1	-24	2
2	-24	2
3	-24	2
4	-24	2
5	-24	2
6	-24	2
7	-24	2
8	-24	2
9	-24	2
10	-24	2
11	-24	2
12	-24	2
13	-24	2
14	-24	2
15	-24	2
16	-24	2
17	-24	2
18	-24	1
19	-24	1
20	-24	1
21	-24	1
22	-24	1
23	-24	1
24	-24	1
25	-24	1
26	-24	1
27	-24	1
28	-24	2
0	-25	2
1	-25	2
2	-25	2
3	-25	2
4	-25	2
5	-25	2
6	-25	2
7	-25	2
8	-25	2
9	-25	2
10	-25	2
11	-25	2
12	-25	2
13	-25	2
14	-25	2
15	-25	2
16	-25	2
17	-25	2
18	-25	1
19	-25	1
20	-25	1
21	-25	1
22	-25	1
23	-25	1
24	-25	1
25	-25	1
26	-25	1
27	-25	2
28	-25	2
0	-26	2
1	-26	2
2	-26	2
3	-26	2
4	-26	2
5	-26	2
6	-26	2
7	-26	2
8	-26	2
9	-26	2
10	-26	2
11	-26	2
12	-26	2
13	-26	2
14	-26	2
15	-26	2
16	-26	2
17	-26	2
18	-26	2
19	-26	1
20	-26	1
21	-26	1
22	-26	1
23	-26	1
24	-26	1
25	-26	2
26	-26	2
27	-26	2
28	-26	2
0	-27	2
1	-27	2
2	-27	2
3	-27	2
4	-27	2
5	-27	2
6	-27	2
7	-27	2
8	-27	2
9	-27	2
10	-27	2
11	-27	2
12	-27	2
13	-27	2
14	-27	2
15	-27	2
16	-27	2
17	-27	2
18	-27	2
19	-27	2
20	-27	2
21	-27	2
22	-27	2
23	-27	1
24	-27	2
25	-27	2
26	-27	2
27	-27	2
28	-27	2
0	-28	2
1	-28	2
2	-28	2
3	-28	2
4	-28	2
5	-28	2
6	-28	2
7	-28	2
8	-28	2
9	-28	2
10	-28	2
11	-28	2
12	-28	2
13	-28	2
14	-28	2
15	-28	2
16	-28	2
17	-28	2
18	-28	2
19	-28	2
20	-28	2
21	-28	2
22	-28	2
23	-28	2
24	-28	2
25	-28	2
26	-28	2
27	-28	2
28	-28	2
